ID No.	Nickname	Ref. No	PCE_max(%)	PCE_ave(%)	Voc (V)	Jsc (mA cm^2)	FF	Mw (kg mol^-1)	Mn (kg mol^-1)	PDI (=Mw/Mn)	Monomer (g mol^-1)	-HOMO (eV)	-LUMO (eV)	bandgap(eV)	SMILES
297	P3HDTTT	S121	3.40 	3.40 	0.820 	6.330 	0.660 	18.9 	10.5 	1.80 	500	5.30 	3.40 	1.90 	CC1=CC(CC(CCCCCCCC)CCCCCC)=C(C2=CC=C(C3=CC=C(C)S3)S2)S1
298	PT-C1	S122	1.69 	1.69 	0.810 	5.310 	0.392 	6.9 	4.3 	1.62 	350	5.15 	2.96 	1.92 	CC1=CC(C(OCC(CCCC)CC)=O)=C(C2=CC=C(C)S2)S1
299	PT-C2	S122	2.14 	2.14 	0.810 	5.440 	0.484 	5.6 	3.2 	1.75 	432	5.11 	2.95 	1.89 	CC1=CC(C(OCC(CCCC)CC)=O)=C(C2=CC=C(S2)C3=CC=C(C)S3)S1
300	PT-C3	S122	3.25 	3.25 	0.770 	7.220 	0.584 	113.4 	69.4 	1.63 	544	5.10 	2.98 	1.91 	CC1=CC(C(OCC(CCCCCCCC)CCCCCC)=O)=C(C2=CC=C(C3=CC=C(C)S3)S2)S1
301	P3HST	S123	0.34 	0.34 	0.630 	1.270 	0.340 	28.5 	15.0 	1.90 	228	4.90 	3.08 	1.82 	CC1=CC(SCCCCCC)=C(C)S1
302	P3HST-co-Th	S123	0.50 	0.50 	0.630 	2.320 	0.340 	81.9 	39.0 	2.10 	310	5.02 	3.19 	1.83 	CC1=CC(CCCCCC)=C(C2=CC=C(C3=C(CCCCCC)C=C(C)S3)S2)S1
303	C6-TT	S124	0.60 	0.60 	0.750 	2.500 	0.340 	42.0 	20.0 	2.10 	444	5.25 	3.05 	1.90 	CC1=CC(CCCCCC)=C(C2=CC=C(C3=C(CCCCCC)C=C(C)S3)S2)S1
304	PBTDN	S125	3.20 	3.20 	0.830 	9.200 	0.410 	9.9 	7.7 	1.29 	658	5.12 	2.90 	2.22 	CC1=CC=C(/C=C/C2=CC=C(C3=CC=C4C(C=CC(C)=C4OCCCCCCCCCC)=C3OCCCCCCCCCC)S2)S1
305	PBTADN	S125	3.40 	3.40 	0.890 	7.400 	0.514 	65.4 	44.8 	1.46 	683	5.36 	3.34 	2.02 	CC1=CC=C(/C(C#N)=C/C2=CC=C(C3=CC=C4C(C=CC(C)=C4OCCCCCCCCCC)=C3OCCCCCCCCCC)S2)S1
306	POPT	S126	1.71 	1.71 	0.560 	5.160 	0.600 	17.6 	16.0 	1.10 	300	5.34 	3.58 	1.76 	CC1=CC(C2=CC=C(CCCCCCCC)C=C2)=C(C)S1
307	POPTT	S126	1.73 	1.73 	0.630 	6.830 	0.400 	19.6 	14.0 	1.40 	464	5.43 	3.50 	1.93 	CC1=CC(C2=CC=C(CCCCCCCC)C=C2)=C(C3=CC=C(C4=CC=C(C)S4)S3)S1
308	POPQT	S126	3.44 	3.44 	0.710 	8.670 	0.560 	9.3 	6.2 	1.50 	546	5.49 	3.52 	1.97 	CC1=CC(C2=CC=C(CCCCCCCC)C=C2)=C(C3=CC=C(C4=CC=C(C5=CC=C(C)S5)S4)S3)S1
309	P1	S127	2.85 	2.85 	0.620 	6.920 	0.660 	17.0 	9.7 	1.75 	556	5.22 	3.21 	2.01 	CC1=CC=C(S1)C(S2)=CC3=C2C(OCC(CCCC)CC)=C(C=C(C)S4)C4=C3OCC(CCCC)CC
310	P2	S127	3.44 	3.44 	0.640 	9.300 	0.580 	150.0 	44.0 	3.40 	664	5.22 	3.26 	1.96 	CC1=C(/C=C/C2=CC=CS2)C=C(S1)C(S3)=CC4=C3C(OCC(CCCC)CC)=C(C=C(C)S5)C5=C4OCC(CCCC)CC
311	P3	S127	4.49 	4.49 	0.730 	11.490 	0.530 	23.0 	16.0 	1.44 	689	5.37 	3.47 	1.90 	CC1=C(/C=C(C#N)/C2=CC=CS2)C=C(S1)C(S3)=CC4=C3C(OCC(CCCC)CC)=C(C=C(C)S5)C5=C4OCC(CCCC)CC
312	PBDT-3MT	S128	4.52 	4.52 	0.860 	10.500 	0.500 	92.0 	26.4 	3.90 	614	5.43 	3.36 	2.07 	CC1=C(C(OC)=O)C=C(S1)C(S2)=CC3=C2C(OCC(CCCC)CC)=C(C=C(C)S4)C4=C3OCC(CCCC)CC
313	PBDT-BT	S129	2.20 	2.01 	0.820 	5.860 	0.458 	28.7 	14.9 	1.93 	975	5.37 	3.25 	2.10 	CC1=CC2=C(OCC(CCCC)CC)C3=C(C=C(C4=C(CCCCCCCCCCCC)C=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)C(OCC(CCCC)CC)=C2S1
314	PBDT-BTC	S129	0.55 	0.52 	0.980 	1.270 	0.414 	39.8 	11.8 	3.37 	1025	5.58 	3.53 	1.96 	CC1=CC2=C(OCC(CCCC)CC)C3=C(C=C(C4=C(CCCCCCCCCCCC)C(C#N)=C(C5=C(C#N)C(CCCCCCCCCCCC)=C(C)S5)S4)S3)C(OCC(CCCC)CC)=C2S1
315	PBDT-BTCox	S129	5.06 	4.90 	0.860 	10.100 	0.584 	66.5 	37.6 	1.77 	1057	5.50 	3.51 	1.74 	CC(S1)=CC2=C1C(OCC(CC)CCCC)=C(C=C(C3=C(OCCCCCCCCCCCC)C(C#N)=C(C4=C(C#N)C(OCCCCCCCCCCCC)=C(C)S4)S3)S5)C5=C2OCC(CC)CCCC
316	PBDT[2F]T	S130	7.00 	6.80 	0.900 	10.700 	0.720 	25.8 	12.6 	2.00 	592	5.05 	2.95 	2.10 	CC1=C(F)C(F)=C(S1)C(S2)=CC3=C2C(OCC(CCCC)CC)=C(C=C(C)S4)C4=C3OCC(CCCC)CC
317	PBDT[2H]T	S130	2.90 	2.80 	0.800 	6.300 	0.580 	33.2 	15.5 	2.10 	556	5.32 	3.24 	2.10 	CC1=CC=C(S1)C(S2)=CC3=C2C(OCC(CCCC)CC)=C(C=C(C)S4)C4=C3OCC(CCCC)CC
318	PBTTPD	S131	4.70 	4.70 	0.950 	8.020 	0.620 	13.6 	9.7 	1.40 	793	5.56 	3.10 	1.82 	CC1=C(CCCCCCCCCCCC)C=C(S1)C(S2)=CC(CCCCCCCCCCCC)=C2C3=C(C(N(CC(CC)CCCC)C4=O)=O)C4=C(C)S3
319	PDTTTPD	S132	5.10 	5.10 	0.850 	8.990 	0.670 	11.0 	9.2 	1.20 	931	5.54 	3.00 	1.84 	CC1=C2C(C(N(CC(CCCCCCCC)CCCCCC)C2=O)=O)=C(C3=CC=C(C4=C(CCCCCCCC)C(SC(C5=CC=C(C)S5)=C6CCCCCCCC)=C6S4)S3)S1
320	PBTTPD	S133	1.90 	1.90 	0.900 	5.010 	0.420 	103.0 	50.0 	2.00 	920	5.66 	3.86 	1.80 	CC1=C(CCCCCCCCCCCC)C=C(C2=CC(CCCCCCCCCCCC)=C(C3=C(C(N(C(CCCCCCCC)CCCCCCCC)C4=O)=O)C4=C(C)S3)S2)S1
321	PTTTPD	S133	6.10 	5.53 	0.920 	10.510 	0.630 	95.0 	41.0 	2.30 	1002	5.66 	3.86 	1.80 	CC1=C2C(C(N(C(CCCCCCCC)CCCCCCCC)C2=O)=O)=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)S1
322	PTTTPD-C8C8 (P1)	S134	4.96 	4.84 	0.870 	9.500 	0.600 	110.0 	44.0 	2.50 	1002	5.66 	3.86 	1.81 	CC1=C2C(C(N(C(CCCCCCCC)CCCCCCCC)C2=O)=O)=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)S1
323	PTTTPD-C8 (P2)	S134	3.20 	2.92 	0.810 	6.700 	0.590 	52.0 	27.0 	1.90 	875	5.56 	3.73 	1.87 	CC1=C2C(C(N(CCCCCCCC)C2=O)=O)=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)S1
324	PTTTPD-EG (P3)	S134	2.09 	1.99 	0.760 	4.910 	0.560 	20.0 	11.0 	1.80 	851	5.31 	3.54 	1.80 	CC1=C2C(C(N(COCCOC)C2=O)=O)=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)S1
325	PTTSPD-C8C8 (P4)	S134	5.11 	5.01 	0.880 	8.800 	0.660 	81.0 	42.0 	1.90 	1050	5.57 	3.69 	1.79 	CC1=C2C(C(N(C(CCCCCCCC)CCCCCCCC)C2=O)=O)=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)[Se]1
326	PTTFPD-C8C8 (P5)	S134	0.50 	0.43 	0.810 	1.570 	0.390 	55.0 	20.0 	2.70 	986	5.65 	3.80 	1.93 	CC1=C2C(C(N(C(CCCCCCCC)CCCCCCCC)C2=O)=O)=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)O1
327	PTTFPD-C8 (P6)	S134	3.40 	3.26 	0.800 	6.760 	0.630 	70.0 	41.0 	1.70 	860	5.54 	3.75 	1.87 	CC1=C2C(C(N(CCCCCCCC)C2=O)=O)=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)O1
328	PTSTPD-C8C8 (P7)	S134	4.37 	4.28 	0.880 	8.140 	0.610 	71.0 	36.0 	2.00 	1050	5.49 	3.82 	1.78 	CC1=C2C(C(N(C(CCCCCCCC)CCCCCCCC)C2=O)=O)=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)[Se]4)S3)S1
329	PTSTPD-C8C8 (P8)	S134	4.59 	4.41 	0.870 	7.750 	0.680 	85.0 	41.0 	2.10 	1098	5.48 	3.69 	1.76 	CC1=C2C(C(N(C(CCCCCCCC)CCCCCCCC)C2=O)=O)=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)[Se]4)S3)[Se]1
330	PSBTSPD-C8 (P9)	S134	7.13 	7.03 	0.850 	13.170 	0.640 	45.0 	29.0 	1.60 	757	5.55 	3.82 	1.68 	CC1=C2C(C(N(CCCCCCCC)C2=O)=O)=C(C3=CC4=C(C(SC(C)=C5)=C5[Si]4(CC(CC)CCCC)CC(CC)CCCC)S3)[Se]1
331	P(PTQD-Th)	S135	5.54 	5.48 	0.920 	10.760 	0.560 	37.2 	19.4 	1.92 	701	5.73 	3.76 	1.84 	CC1=CC=C(S1)C(S2)=CC3=C2C(N=C(C(N(CC(CCCCCCCCCC)CCCCCCCC)C4=O)=O)C4=N5)=C5C6=C3C=C(C)S6
332	P(PTQD-2Th)	S135	5.67 	5.58 	0.800 	11.820 	0.600 	38.9 	18.5 	2.10 	783	5.54 	3.80 	1.70 	CC1=CC(C(C=C(C2=CC=C(C3=CC=C(C)S3)S2)S4)=C4C5=C6N=C7C(C(N(CC(CCCCCCCCCC)CCCCCCCC)C7=O)=O)=N5)=C6S1
333	PPDT1	S136	3.28 	3.28 	0.870 	8.300 	0.453 	89.3 	49.6 	1.80 	847	5.27 	2.68 	2.00 	CC1=CC(N(CC(CCCCCC)CCCC)C(C2=C3SC(C4=CC(C(OCC(CCCC)CC)=C(SC(C)=C5)C5=C6OCC(CCCC)CC)=C6S4)=C2)=O)=C3S1
334	PPDT2	S136	4.08 	4.08 	0.850 	9.260 	0.521 	75.2 	41.8 	1.80 	843	5.47 	2.68 	1.97 	CC1=CC(N(CC(CCCCCC)CCCC)C(C2=C3SC(C4=CC(C(CCC(CCCC)CC)=C(SC(C)=C5)C5=C6CCC(CCCC)CC)=C6S4)=C2)=O)=C3S1
335	PPDT3	S136	5.33 	5.33 	0.890 	8.500 	0.706 	55.1 	32.4 	1.70 	979	5.36 	2.83 	1.90 	CC1=CC(N(CC(CCCCCC)CCCC)C(C2=C3SC(C4=CC(C(C5=CC=C(CC(CC)CCCC)S5)=C(SC(C)=C6)C6=C7C8=CC=C(CC(CC)CCCC)S8)=C7S4)=C2)=O)=C3S1
336	PPDT4	S136	0.95 	0.95 	0.860 	3.500 	0.316 	45.6 	30.4 	1.50 	735	5.59 	2.77 	2.03 	CC1=CC(N(CC(CCCCCC)CCCC)C(C2=C3SC(C4=CC(CCCCCC)=C(C5=C(CCCCCC)C=C(C)S5)S4)=C2)=O)=C3S1
337	PPDT5	S136	2.57 	2.57 	0.750 	8.470 	0.405 	30.5 	12.7 	2.40 	819	5.39 	2.87 	1.82 	CC1=CC(N(CC(CCCCCC)CCCC)C(C2=C3SC(C4=CC5=C(C(SC(C)=C6)=C6[Si]5(CCCCCCCC)CCCCCCCC)S4)=C2)=O)=C3S1
338	PSOxTT	S137	2.27 	2.10 	0.560 	7.500 	0.490 	48.6 	24.3 	2.00 	1006	5.00 	3.27 	1.73 	CC1=CC([Si]2(CCCCCCCC)CCCCCCCC)=C(S1)C3=C2C=C(S3)C4=CC(OCCCCCCCC)=C(C5=NC(SC(C6=C(OCCCCCCCC)C=C(C)S6)=N7)=C7S5)S4
339	PSOTT	S137	4.18 	4.10 	0.620 	10.200 	0.650 	35.7 	15.5 	2.30 	974	5.10 	3.31 	1.79 	CC1=CC([Si]2(CCCCCCCC)CCCCCCCC)=C(S1)C3=C2C=C(S3)C4=CC(CCCCCCCC)=C(C5=NC(SC(C6=C(CCCCCCCC)C=C(C)S6)=N7)=C7S5)S4
340	PSEHTT	S137	5.06 	5.00 	0.650 	12.600 	0.610 	133.6 	33.9 	3.94 	974	5.10 	3.30 	1.82 	CC1=CC([Si]2(C[C@H](CC)CCCC)C[C@H](CC)CCCC)=C(S1)C3=C2C=C(S3)C4=CC(C[C@@H](CCCC)CC)=C(C5=NC(SC(C6=C(CC(CCCC)CC)C=C(C)S6)=N7)=C7S5)S4
341	PBDT-BDTP (P1)	S138	5.05 	5.05 	0.890 	10.370 	0.547 	156.8 	49.0 	3.20 	1445	5.53 	2.68 	1.98 	O=C(C1=C2SC(C3=CC(C(N(C[C@H](CCCCCCCCCC)CCCCCCCC)C4=C5SC(C6=CC7=C(C(OC[C@@H](CC)CCCC)=C(C=C(C)S8)C8=C7OC[C@@H](CCCC)CC)S6)=C4)=O)=C5S3)=C1)N(C[C@@H](CCCCCCCCCC)CCCCCCCC)C9=C2SC(C)=C9
342	PS-BDTP (P2)	S138	6.76 	6.76 	0.910 	9.960 	0.745 	180.1 	62.1 	2.90 	1131	5.51 	2.80 	1.80 	O=C(C1=C2SC(C3=CC(C(N(C[C@H](CCCCCCCCCC)CCCCCCCC)C4=C5SC=C4C6=CC=C(C)[Se]6)=O)=C5S3)=C1)N(C[C@@H](CCCCCCCCCC)CCCCCCCC)C7=C2SC(C)=C7
343	PDTPO-BDTO	S139	6.84 	6.84 	0.930 	10.400 	0.706 	291.1 	97.7 	2.98 	960	5.38 	3.37 	2.02 	CC1=CC(N(C[C@@H](CCCCCCCCCC)CCCCCCCC)C(C2=C3SC(C4=CC5=C(C(OC[C@H](CC)CCCC)=C(C=C(C)S6)C6=C5OC[C@@H](CCCC)CC)S4)=C2)=O)=C3S1
344	PDTPO-BDTT	S139	6.84 	6.84 	0.960 	10.100 	0.705 	188.5 	75.4 	2.50 	1092	5.44 	3.55 	1.98 	CC1=CC(N(C[C@@H](CCCCCCCCCC)CCCCCCCC)C(C2=C3SC(C4=CC5=C(C(C6=CC=C(CC(CCCC)CC)S6)=C(C=C(C)S7)C7=C5C8=CC=C(C[C@@H](CCCC)CC)S8)S4)=C2)=O)=C3S1
345	PThBDTP	S140	9.13 	8.98 	0.960 	12.590 	0.755 	264.0 	89.8 	2.94 	1083	5.52 	2.74 	1.86 	O=C(C1=C2SC(C3=CC(C(N(C[C@H](CCCCCCCCCC)CCCCCCCC)C4=C5SC=C4C6=CC=C(C)S6)=O)=C5S3)=C1)N(C[C@@H](CCCCCCCCCC)CCCCCCCC)C7=C2SC(C)=C7
346	PFTTz	S141	2.64 	2.64 	0.910 	7.200 	0.400 	93.6 	36.0 	2.60 	613	5.58 	3.55 	2.17 	CC1=C2C(N=C(CCCCCCCC)S2)=C(C3=CC=C(C4=CC=C(C)C=C4C5(CCCCCC)CCCCCC)C5=C3)S1
347	PCTTz	S141	0.71 	0.71 	0.760 	2.270 	0.410 	111.8 	43.0 	2.60 	628	5.46 	3.56 	2.11 	CC1=C2C(N=C(CCCCCCCC)S2)=C(C3=CC=C(C4=CC=C(C)C=C4N5C(CCCCCC)CCCCCC)C5=C3)S1
348	PBTTz	S141	1.41 	1.41 	0.520 	4.640 	0.580 	12.0 	10.0 	1.20 	725	5.24 	3.57 	1.73 	CC1=C2C(N=C(CCCCCCCC)S2)=C(C3=CC4=C(C(OCC(CCCC)CC)=C(C=C(C)S5)C5=C4OCC(CC)CCCC)S3)S1
349	PIFTBT6	S142	0.97 	0.97 	0.980 	3.250 	0.310 	63.5 	26.3 	2.42 	916	5.49 	3.46 	1.97 	CC1=CC=C(C(C2(CCCCCC)CCCCCC)=C1)C3=C2C=C(C4=CC=C(C5=CC=C(C6=CC=C(C7=CC=C(C)S7)C8=NSN=C86)S5)C=C4C9(CCCCCC)CCCCCC)C9=C3
350	PIFTBT10	S142	2.44 	2.44 	1.000 	6.100 	0.400 	21.0 	7.8 	2.65 	1141	5.45 	3.36 	2.00 	CC1=CC=C(C(C2(CCCCCCCCCC)CCCCCCCCCC)=C1)C3=C2C=C(C4=CC=C(C5=CC=C(C6=CC=C(C7=CC=C(C)S7)C8=NSN=C86)S5)C=C4C9(CCCCCCCCCC)CCCCCCCCCC)C9=C3
351	PIFDTQ10	S142	3.04 	3.04 	1.000 	7.570 	0.400 	45.9 	22.5 	2.03 	1289	5.47 	3.44 	1.97 	CC1=CC=C(C(C2(CCCCCCCCCC)CCCCCCCCCC)=C1)C3=C2C=C(C4=CC=C(C5=CC=C(C6=CC=C(C7=CC=C(C)S7)C8=NC(C9=CC=CC=C9)C(C%10=CC=CC=C%10)N=C86)S5)C=C4C%11(CCCCCCCCCC)CCCCCCCCCC)C%11=C3
352	P3FTBT6	S142	4.50 	4.50 	1.040 	10.300 	0.420 	24.9 	14.2 	1.75 	1249	5.45 	3.45 	1.96 	CC1=CC=C(S1)C(C2=NSN=C23)=CC=C3C4=CC=C(C5=CC=C6C7=CC8=C(C=C7C(CCCCCC)(CCCCCC)C6=C5)C9=CC%10=C(C(C=CC(C%11=CC=C(C)C=C%11)=C%12)=C%12C%10(CCCCCC)CCCCCC)C=C9C8(CCCCCC)CCCCCC)S4
353	PITBT	S143	5.92 	5.92 	0.940 	12.510 	0.502 	25.6 	12.6 	2.03 	640	5.48 	3.66 	1.82 	CC1=CC=C(C2=CC=C(C(SC(C3=CC=C(C)C4=NSN=C43)=C5)=C5C6(CC(CC)CCCC)CC(CCCC)CC)C6=C2)S1
354	PITFBT	S143	9.14 	9.14 	0.900 	15.360 	0.659 	43.6 	27.8 	1.57 	658	5.50 	3.68 	1.80 	CC1=CC=C(C2=CC=C(C(SC(C3=C(F)C=C(C)C4=NSN=C43)=C5)=C5C6(CC(CC)CCCC)CC(CCCC)CC)C6=C2)S1
355	HXS-1	S144	5.40 	5.40 	0.810 	9.800 	0.690 	51.4 	16.6 	3.10 	861	5.21 	3.35 	1.95 	CC1=CC=C(S1)C(C2=NSN=C23)=C(OCCCCCCCC)C(OCCCCCCCC)=C3C4=CC=C(C5=CC(N(CCCCCCCC)C6=CC(C)=CC=C67)=C7C=C5)S4
356	PCDTTPD	S145	1.82 	1.82 	1.070 	4.720 	0.360 	24.0 	13.0 	1.80 	860	5.71 	3.74 	2.05 	CC1=C([H])C=C(C(S2)=C3C(C(N(CCCCCCCC)C3=O)=O)=C2C4=CC([H])=C(C5=CC(N(C(CCCCCCCC)CCCCCCCC)C6=CC(C)=CC=C67)=C7C=C5)S4)S1
357	PCDTTPD-ic	S145	0.14 	0.14 	1.010 	0.560 	0.250 	24.0 	18.0 	1.30 	1085	5.47 	3.39 	2.21 	CC1=C(CCCCCCCC)C=C(C(S2)=C3C(C(N(CCCCCCCC)C3=O)=O)=C2C4=CC(CCCCCCCC)=C(C5=CC(N(C(CCCCCCCC)CCCCCCCC)C6=CC(C)=CC=C67)=C7C=C5)S4)S1
358	PCDTTPD-C6C8	S145	0.13 	0.13 	1.000 	0.350 	0.390 	10.0 	6.0 	1.70 	973	5.50 	3.50 	2.06 	CC1=C([H])C=C(C(S2)=C3C(C(N(CC(CCCCCCCC)CCCCCC)C3=O)=O)=C2C4=CC([H])=C(C5=CC(N(C(CCCCCCCC)CCCCCCCC)C6=CC(C)=CC=C67)=C7C=C5)S4)S1
359	PCTTPD	S146	1.14 	1.14 	0.940 	2.700 	0.450 	36.2 	20.0 	1.81 	973	5.72 	3.69 	2.03 	CC1=CC=C(C(S2)=C3C(C(N(CC(CCCCCCCC)CCCCCC)C3=O)=O)=C2C4=CC=C(C5=CC(N(C(CCCCCCCC)CCCCCCCC)C6=CC(C)=CC=C67)=C7C=C5)S4)S1
360	PCTTTPD	S146	1.25 	1.25 	0.900 	3.860 	0.360 	40.9 	12.5 	3.27 	1085	5.67 	3.65 	2.02 	CC1=CC=C(C(C=C2)=C(N3C(CCCCCCCC)CCCCCCCC)C=C2C4=CC5=C(C=C(C6=C(C(N(CC(CCCCCCCC)CCCCCC)C7=O)=O)C7=C(C8=CC9=C(C=C(C)S9)S8)S6)S5)S4)C3=C1
361	PCBTTPD	S146	3.42 	3.42 	0.860 	7.790 	0.510 	65.2 	20.2 	3.23 	1137	5.57 	3.66 	1.91 	CC1=CC=C(C(C=C2)=C(N3C(CCCCCCCC)CCCCCCCC)C=C2C4=CC=C(C5=CC=C(C6=C(C(N(CC(CCCCCCCC)CCCCCC)C7=O)=O)C7=C(C8=CC=C(C9=CC=C(C)S9)S8)S6)S5)S4)C3=C1
362	PTTDBC-PhQC8	S147	2.63 	2.63 	0.880 	7.130 	0.420 	8.6 	5.5 	1.56 	1308	5.31 	3.42 	1.89 	CC1=C2C(N=C(C3=CC(OCC(CCCC)CC)=CC=C3)C(C4=CC=CC(OCC(CCCC)CC)=C4)=N2)=C(C5=CSC6=C5C(C=C(CCCCCC)S7)=C7C8=CC9=C(C=C86)N(CCCCCC)C(C9=C%10)=CC%11=C%10C(SC(CCCCCC)=C%12)=C%12C%13=C%11SC(C)=C%13)C=C1
363	PTTDBC-BTC12	S147	4.50 	4.50 	0.930 	8.780 	0.550 	29.1 	14.6 	2.00 	1274	5.35 	3.41 	1.94 	CC1=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(C2=CSC3=C2C(C=C(CCCCCC)S4)=C4C5=CC6=C(C=C53)N(CCCCCC)C(C6=C7)=CC8=C7C(SC(CCCCCC)=C9)=C9C%10=C8SC(C)=C%10)C%11=NSN=C1%11
364	PC1	S148	2.45 	2.45 	0.880 	5.770 	0.441 	16.8 	13.8 	1.20 	1118	5.41 	3.67 	1.90 	CC1=CC(C2(CCCCCC)CCCCCC)=C(C=C1)C3=C2C=C(C(C=C4C(C5=CC=C(C6=CC=C(C7=CC=C(C8=CC=C(C)S8)C9=NSN=C97)S6)C=C5C4(CCCCCC)CCCCCC)=C%10)=C%10N%11CC(CC)CCCC)C%11=C3
365	PC2	S148	7.26 	7.26 	0.940 	12.840 	0.587 	44.8 	23.3 	1.90 	1178	5.43 	3.56 	2.01 	CC1=CC(C2(CCCCCC)CCCCCC)=C(C=C1)C3=C2C=C(C(C=C4C(C5=CC=C(C6=CC=C(C7=C(OCCCC)C(OCCCC)=C(C8=CC=C(C)S8)C9=NSN=C97)S6)C=C5C4(CCCCCC)CCCCCC)=C%10)=C%10N%11CC)C%11=C3
366	PC3	S148	6.68 	6.68 	0.930 	11.180 	0.633 	23.1 	14.7 	1.60 	1262	5.44 	3.65 	1.97 	CC1=CC(C2(CCCCCC)CCCCCC)=C(C=C1)C3=C2C=C(C(C=C4C(C5=CC=C(C6=CC=C(C7=C(OCCCC)C(OCCCC)=C(C8=CC=C(C)S8)C9=NSN=C97)S6)C=C5C4(CCCCCC)CCCCCC)=C%10)=C%10N%11CC(CC)CCCC)C%11=C3
367	HD-PDFC-DTBT	S149	7.39 	7.39 	0.930 	14.110 	0.563 	98.1 	38.3 	2.56 	1010	5.32 	3.30 	1.96 	CC1=C(F)C=C(C2=CC(F)=C(C3=CC=C(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC=C(C)S5)C6=NSN=C64)S3)C=C2N7CC(CCCCCC)CCCCCCCC)C7=C1
368	PAn-BTBT (P1)	S150	2.23 	2.23 	0.960 	4.400 	0.530 	185.0 	57.0 	3.24 	1425	5.40 	3.28 	2.12 	CC(C=C1)=CC=C1C2=C3C=C(OCCCCCCCC)C(OCCCCCCCC)=CC3=C(C4=CC=C(C5=CC=C(C6=C(OCCCCCCCC)C(OCCCCCCCC)=C(C7=CC=C(C)S7)C8=NSN=C86)S5)C=C4)C9=C2C=C(OCCCCCCCC)C(OCCCCCCCC)=C9
369	PAn-BTBT (P2)	S150	1.42 	1.42 	0.890 	3.000 	0.530 	152.0 	75.0 	2.03 	1571	5.30 	3.19 	2.11 	CC(C=C1)=CC=C1C2=C3C=C(OCCCCCCCC)C(OCCCCCCCC)=CC3=C(C4=CC=C(C5=CC=C(C6=C(N=C(C7=CC(OCCCCCCCC)=CC=C7)C(C8=CC=CC(OCCCCCCCC)=C8)=N9)C9=C(C%10=CC=C(C)S%10)C=C6)S5)C=C4)C%11=C2C=C(OCCCCCCCC)C(OCCCCCCCC)=C%11
370	PTP27-DBT	S151	3.50 	3.50 	0.820 	10.200 	0.410 	14.0 	7.0 	2.00 	1129	5.40 	2.91 	1.85 	CC1=CC=C(C(C=C(C2=CC=C(C3=C(OCCCCCCCC)C(OCCCCCCCC)=C(C4=CC=C(C)S4)C5=NSN=C35)S2)C=C6)=C6C7=C(C(OCC(CCCC)CC)=O)SC(C(OCC(CCCC)CC)=O)=C78)C8=C1
371	PTP36-DBT	S151	0.90 	0.90 	0.790 	4.400 	0.268 	14.0 	7.0 	2.00 	1129	5.70 	3.18 	1.85 	CC1=CC=C(C(C=CC(C2=CC=C(C3=C(OCCCCCCCC)C(OCCCCCCCC)=C(C4=CC=C(C)S4)C5=NSN=C35)S2)=C6)=C6C7=C(C(OCC(CCCC)CC)=O)SC(C(OCC(CCCC)CC)=O)=C78)C8=C1
372	PPhIBDT-C12 (P2)	S152	1.50 	1.46 	0.800 	3.430 	0.547 	28.9 	8.5 	3.40 	1008	5.36 	3.02 	2.10 	CC1=CC=C(C2=C(C(N(CC(CC)CCCC)C3=O)=O)C3=C(C4=CC=C(C5=CC(C(OCCCCCCCCCCCC)=C(SC(C)=C6)C6=C7OCCCCCCCCCCCC)=C7S5)S4)C=C2)S1
373	PPhIBDT-ThEH (P3)	S152	3.70 	3.65 	0.890 	7.010 	0.586 	43.4 	15.5 	2.80 	1027	5.57 	3.07 	2.07 	CC1=CC=C(C2=C(C(N(CC(CC)CCCC)C3=O)=O)C3=C(C4=CC=C(C5=CC(C(C6=CC=C(CC(CCCC)CC)S6)=C(SC(C)=C7)C7=C8C9=CC=C(CC(CCCC)CC)S9)=C8S5)S4)C=C2)S1
